d1.jpg,1,"""-NO GOD CONDONES TERROR' - AGAIN\"" 'O OF youR POW\"". \""cu.]OING OF TO TERROR OF ANO g:GO) """
d2.jpg,0,"""is an unp•ecedented Vic. icyy despite o opposition thank people Of betton of my head \"" """
d3.jpg,0,"""Sir - Mera Hai Darte Wata Hai Kya """
d4.jpg,1,"""INDIA MEIN TAKATAR BANDH an KE NEW* HARKAT K' HAI„ TAUBA TAUBA.. TAUBA,rAuBA. PAKISTAN AGLE SAAL INDIA KO KHuD TAMATAR EXPORT KAREGA„ """
d5.jpg,2,"""CHICKEN DINNER HONE HI VALA KE GOOSE NE HEADSHOT MARA -Mahatma Gandhi """
d6.jpg,0,"""N ations cannot be held responsible for the dastardly acts of terrorists. T he terrorists do not have deen, mazhab (sect and religion) """
d7.jpg,0,"""Sure, Our periods can be uncomfortable & often painful, buf this reality usually demands no more than a Meffal. """
d8.jpg,1,"""Mamta vs CBI """
d9.jpg,2,"""MAIN KE KHILAAF DHARNA POGO DEKN__ """
d10.jpg,2,"""yts264 Masallah!! Rajdeep Sardesai on 2002 note!!!!!!! to But bhakts will say this is Photoshop - Abdul The Peaceful """
d11.jpg,1,"""Paresh Rawal fan @Babu_Bhaiyaa So these eternal JNU students like Kanhaiya, Khalid etc are being mocked, boycotted & humiliated in every public function & event by common ppl. But many news channels invite them on their debates as Leader & intellectual. Just an example how clueless Indian Media is. """
d12.jpg,2,"""DISCRIMINATION AGAINST WOMEN IS WRONG DISCRIMINATION AGAINST MEN IS """
d13.jpg,2,"""\""Meanwhile Nibba """
d14.jpg,2,"""This bird visited more than 80 countries in the last four years... It is mostly seen in India during election time... A rare species of travelling bird that you see in India. """
d15.jpg,2,"""Sambit Patra has got no Chill """
d16.jpg,2,"""Role Of Rahul Gandhi in India's Development via Shiva m @sniyamsharm9ö MemeChat App """
d17.jpg,2,"""rahul gandhi to modi on Rafael matter *le Rahul *modi Chutiya bana rahe ho? via MemeChat App """
d18.jpg,1,"""yo SO SECULAR SHE ASKED MANOIRA WHY HER PARENTS NAMED HER MANOIRA AND NOT MASIIDA OR CHURCHI """
d19.jpg,2,"""WIPINGOUT PAKISTANAWILL NOT SOLVE PROBLEMS OF EXACTLY FORSOLVING PROBLEMS FIRST WE HAVE TO WIPE SCUMS LIKE you """
d20.jpg,2,"""Pakistan is a peaceful nation, we believe in eace onl Pea eful Nation Even I lived thei' p acefully'for 10 years without any problem. Very Pecceful Nation. """
d21.jpg,1,"""AN INDIAN TRYING TO BOMB """
d22.jpg,2,"""Pakchikpak Raja Babu @HaramiParindey • Following 2016 has been really bad for big notes like 50(R and Samsung Galaxy Note 7. """
d23.jpg,1,"""There is Ram in Ramadan. There is Krishna in Krishna-mas. Who are we to draw The line? e es Don't let politicians divide """
d24.jpg,2,"""INCREASING RESERVATION TAKE THE RESERVED WE WILL TAKE YOUR DESERVED C,0081c TRUE STORY """
d25.jpg,2,"""Hume*Kashmir Chdhiye Aur Leke•Hi Chhodenege Muihe Bhi Aishwariya Chahiye Thi Mili Kya? """
d26.jpg,2,"""CALL OF DOODV """
d27.jpg,2,"""12:47 enaKsntra ..n 4G CfD• All WHEN ABDUL FLIRTS WITH YOUR CRUSH SO YOU FUCK HIS GOAT '9MAAF KAR HAR AR SAKI' NAH o r 8TH MARCH 2019 via MemeChat App co. A 22 V #Pun 63 """
d28.jpg,2,"""WEUILL CONVERT DELHI INTO LONDON -4' xejrjwal AND WE WILL CHANGE Mnnwntl """
d29.jpg,0,"""Ratio of Modi bhakts and Modi himself 400 trillion to one. via MemeChat App """
d30.jpg,0,"""PM Modi donates Rs 21 lakh from personal savings for Kumbh Mela sanitation workers Awesome work by PM Modi """
d31.jpg,2,"""Find me the BEST... Yes mam, best what, campaigner, manager or leader AionPoli+icsTroll k.corn/ln WWW Shut up! I mean best flight ticket deal to ITALY!!! I-OLLIl-u.facebüül<.r-am/lndianPülit.icsTrüll """
d32.jpg,2,"""up/bihar state """
d33.jpg,2,"""ABKI BAAR Mom SARKAAR """
d34.jpg,0,"""12:51 dk All Kagaj se kon saaf karta hai @whatever .11: 4G CfD• 2h Foreigners asking for toilet paper in Sulabh shauchalya \""We on do thac here\"" #dank 1115 via MerrkCh•t App """
d35.jpg,2,"""•Agar mere uttar se aap santusht na to main apna _ sar apke, • Charnoon doon • S ti to ti indianexpress com """
d36.jpg,2,"""OME he's going to Say ma...mandir wahi banayenge """
d37.jpg,2,""".WlfES'COUSINS ARRESTED FOR STEAUNG.HIS SHOES ON HIS WEDDING """
d38.jpg,2,"""Believe in making your son Prime Minister of the coutry. Even if it means destroying future of the country. Just do it """
d39.jpg,2,"""I AM DEMOCRACY SAYSO """
d40.jpg,2,"""note """
